Datetime,symbol_ETHBTC,symbol_order_ETHBTC,orderId,transactTime,price_order,origQty,side,
2022-10-05 05:04:33+00:00,0.06694500,ETHBTC,3264135298,1664928274223,0.06701700,0.00160000,SELL,
2022-10-05 06:03:21+00:00,0.06709100,ETHBTC,3264228824,1664931801745,0.06700000,0.00160000,BUY,
2022-10-05 08:03:20+00:00,0.06717100,ETHBTC,3264358160,1664939001364,0.06722700,0.00160000,SELL,
2022-10-05 10:03:54+00:00,0.06712600,ETHBTC,3264483190,1664946234860,0.06704800,0.00160000,BUY,
2022-10-05 11:03:20+00:00,0.06697400,ETHBTC,3264538708,1664949800893,0.06717300,0.00160000,SELL,
2022-10-06 02:05:23+00:00,0.06730900,ETHBTC,3265884441,1665003924051,0.06694900,0.00160000,BUY,
2022-10-06 07:04:00+00:00,0.06767800,ETHBTC,3266320709,1665021840830,0.06711500,0.00160000,BUY,
2022-10-06 08:04:11+00:00,0.06755100,ETHBTC,3266413196,1665025451832,0.06679000,0.00160000,BUY,
2022-10-06 13:04:34+00:00,0.06767500,ETHBTC,3266826266,1665043474918,0.06713000,0.00160000,BUY,
2022-10-06 14:05:23+00:00,0.06750400,ETHBTC,3266923802,1665047124070,0.06713900,0.00160000,BUY,
2022-10-06 17:04:43+00:00,0.06760000,ETHBTC,3267148062,1665057883931,0.06713300,0.00160000,BUY,
2022-10-07 03:06:33+00:00,0.06785800,ETHBTC,3268170322,1665093993495,0.06849300,0.00160000,SELL,
